cohort_week,purchase_week,l0_category,customer_count,cohort_index
2022-03-28,2022-06-27,"Tea, Coffee & Health Drinks",13443,13
2022-06-06,2022-06-27,Sauces & Spreads,1609,3
2022-03-28,2022-04-11,Personal Care,26206,2
2022-05-09,2022-05-09,"Dry Fruits, Masala & Oil",32935,0
2022-03-28,2022-05-23,Sauces & Spreads,15,8
2022-04-11,2022-06-20,Vegetables & Fruits,18095,10
2022-05-02,2022-06-13,"Chicken, Meat & Fish",432,6
2022-05-02,2022-06-06,Personal Care,4730,5
2022-05-30,2022-05-30,Pet Care,2384,0
2022-05-09,2022-06-27,Pharma & Wellness,555,7
2022-04-18,2022-04-25,Cleaning Essentials,5462,1
2022-03-28,2022-05-30,Paan Corner,1364,9
2022-04-25,2022-06-13,Munchies,6765,7
2022-04-11,2022-06-06,Home & Office,5056,8
2022-06-13,2022-06-27,Sauces & Spreads,1300,2
2022-05-09,2022-06-27,Vegetables & Fruits,5872,7
2022-03-28,2022-05-02,Baby Care,4373,5
2022-06-20,2022-06-20,Bakery & Biscuits,22828,0
2022-05-30,2022-06-13,Organic & Premium,1553,2
2022-05-02,2022-06-20,Munchies,6630,7
2022-03-28,2022-05-02,Home & Office,19141,5
2022-04-04,2022-04-18,Sweet Tooth,17928,2
2022-03-28,2022-04-25,Instant & Frozen Food,31446,4
2022-04-25,2022-05-09,"Atta, Rice & Dal",7396,2
2022-05-02,2022-06-13,Cold Drinks & Juices,5958,6
2022-06-06,2022-06-06,Specials,143,0
2022-03-28,2022-05-09,Specials,11,6
2022-05-23,2022-06-20,Sauces & Spreads,74,4
2022-03-28,2022-04-04,Instant & Frozen Food,29655,1
2022-04-18,2022-06-06,Munchies,9053,7
2022-04-11,2022-04-11,Munchies,43213,0
2022-04-04,2022-05-09,Bakery & Biscuits,23896,5
2022-05-16,2022-05-30,Sauces & Spreads,1383,2
2022-04-11,2022-05-30,"Atta, Rice & Dal",11712,7
2022-04-04,2022-05-30,Baby Care,2499,8
2022-06-06,2022-06-27,Baby Care,360,3
2022-05-02,2022-05-16,Munchies,6905,2
2022-04-04,2022-05-02,Paan Corner,1209,4
2022-05-16,2022-05-30,Bakery & Biscuits,2953,2
2022-03-28,2022-05-09,Pet Care,973,6
2022-04-04,2022-05-09,Sauces & Spreads,13116,5
2022-05-09,2022-05-09,Sweet Tooth,13119,0
2022-05-23,2022-06-20,Bakery & Biscuits,142,4
2022-03-28,2022-06-13,Instant & Frozen Food,24102,11
2022-06-06,2022-06-06,Pet Care,527,0
2022-04-25,2022-05-16,Pharma & Wellness,857,3
2022-04-11,2022-05-30,"Tea, Coffee & Health Drinks",6666,7
2022-04-04,2022-06-27,Pet Care,515,12
2022-04-04,2022-04-11,Dairy & Breakfast,61270,1
2022-05-16,2022-06-27,Sweet Tooth,1354,6
2022-04-18,2022-05-23,"Dry Fruits, Masala & Oil",71,5
2022-04-18,2022-05-23,Paan Corner,2,5
2022-04-11,2022-04-25,Sauces & Spreads,5654,2
2022-04-04,2022-06-20,"Tea, Coffee & Health Drinks",18495,11
2022-04-25,2022-06-13,Bakery & Biscuits,5007,7
2022-04-25,2022-05-16,Vegetables & Fruits,12453,3
2022-03-28,2022-04-11,Organic & Premium,9360,2
2022-03-28,2022-04-11,Baby Care,4214,2
2022-05-09,2022-06-06,"Chicken, Meat & Fish",356,4
2022-04-04,2022-06-06,Baby Care,3160,9
2022-04-04,2022-05-23,Cleaning Essentials,33,7
2022-05-02,2022-06-06,Organic & Premium,1400,5
2022-05-30,2022-06-13,Personal Care,4092,2
2022-04-04,2022-06-13,"Atta, Rice & Dal",30330,10
2022-04-25,2022-05-16,"Dry Fruits, Masala & Oil",7424,3
2022-04-25,2022-06-06,Dairy & Breakfast,12996,6
2022-05-30,2022-06-13,Pharma & Wellness,1146,2
2022-04-18,2022-05-30,Munchies,6942,6
2022-05-16,2022-06-27,Dairy & Breakfast,5250,6
2022-05-16,2022-06-13,Paan Corner,319,4
2022-04-11,2022-04-18,"Tea, Coffee & Health Drinks",9155,1
2022-05-16,2022-05-16,Baby Care,4849,0
2022-05-09,2022-06-20,Paan Corner,483,6
2022-05-09,2022-06-27,Organic & Premium,827,7
2022-05-30,2022-06-13,Vegetables & Fruits,13428,2
2022-06-13,2022-06-27,"Tea, Coffee & Health Drinks",1811,2
2022-04-25,2022-06-13,Sauces & Spreads,2606,7
2022-04-04,2022-06-27,Specials,3431,12
2022-05-30,2022-06-20,Sweet Tooth,3709,3
2022-04-11,2022-04-25,Bakery & Biscuits,11234,2
2022-04-18,2022-05-16,Home & Office,2896,4
2022-04-18,2022-06-20,Dairy & Breakfast,15397,9
2022-04-11,2022-05-09,"Tea, Coffee & Health Drinks",9976,4
2022-05-23,2022-06-20,Instant & Frozen Food,126,4
2022-04-25,2022-05-16,Personal Care,3894,3
2022-05-30,2022-06-06,Cleaning Essentials,3726,1
2022-04-25,2022-06-27,"Dry Fruits, Masala & Oil",5303,9
2022-04-11,2022-06-20,Organic & Premium,3107,10
2022-04-18,2022-06-06,Instant & Frozen Food,6266,7
2022-03-28,2022-06-06,Paan Corner,1753,10
2022-04-04,2022-04-11,Paan Corner,1039,1
2022-03-28,2022-05-09,Cleaning Essentials,24120,6
2022-05-30,2022-06-06,Pet Care,166,1
2022-03-28,2022-04-04,Pet Care,1159,1
2022-06-20,2022-06-20,Specials,2884,0
2022-04-11,2022-05-23,Baby Care,6,6
2022-05-30,2022-06-27,Baby Care,387,4
2022-03-28,2022-04-18,"Atta, Rice & Dal",42319,3
2022-05-30,2022-06-06,Specials,178,1
2022-05-09,2022-05-30,Cleaning Essentials,2517,3
2022-04-04,2022-04-25,Sweet Tooth,16994,3
2022-05-09,2022-06-06,Cold Drinks & Juices,6207,4
2022-05-09,2022-06-13,Baby Care,541,5
2022-06-13,2022-06-13,Instant & Frozen Food,14636,0
2022-05-16,2022-06-20,Baby Care,444,5
2022-05-09,2022-05-16,Paan Corner,463,1
2022-04-11,2022-05-02,Munchies,15748,3
2022-06-20,2022-06-20,Pet Care,806,0
2022-03-28,2022-04-04,Specials,1,1
2022-04-11,2022-05-02,Instant & Frozen Food,10340,3
2022-03-28,2022-04-04,Dairy & Breakfast,86232,1
2022-04-04,2022-06-27,Sweet Tooth,8567,12
2022-05-30,2022-06-20,Specials,1596,3
2022-03-28,2022-06-27,Cleaning Essentials,13730,13
2022-04-04,2022-04-18,Cold Drinks & Juices,35546,2
2022-05-16,2022-06-27,Pet Care,81,6
2022-06-06,2022-06-13,"Atta, Rice & Dal",6319,1
2022-04-04,2022-04-04,Organic & Premium,17482,0
2022-06-20,2022-06-27,Baby Care,617,1
2022-04-18,2022-05-16,Sauces & Spreads,3048,4
2022-05-02,2022-05-23,Paan Corner,2,3
2022-04-25,2022-06-13,Home & Office,2424,7
2022-04-25,2022-06-20,Cleaning Essentials,4343,8
2022-04-25,2022-05-30,Instant & Frozen Food,4152,5
2022-05-16,2022-06-06,Baby Care,451,3
2022-04-04,2022-05-09,Cold Drinks & Juices,31369,5
2022-04-18,2022-06-13,Personal Care,5479,8
2022-06-13,2022-06-13,"Atta, Rice & Dal",18643,0
2022-05-16,2022-06-20,Instant & Frozen Food,3002,5
2022-04-18,2022-06-13,Pharma & Wellness,1278,8
2022-04-04,2022-05-16,Baby Care,2499,6
2022-06-27,2022-06-27,Dairy & Breakfast,22088,0
2022-03-28,2022-06-20,Paan Corner,1800,12
2022-04-04,2022-05-30,Cold Drinks & Juices,22401,8
2022-05-02,2022-05-30,Munchies,5418,4
2022-04-04,2022-06-13,Paan Corner,1371,10
2022-04-25,2022-05-09,Instant & Frozen Food,5702,2
2022-04-18,2022-05-16,Bakery & Biscuits,6315,4
2022-04-11,2022-06-20,Cold Drinks & Juices,10173,10
2022-05-16,2022-06-27,Specials,523,6
2022-04-18,2022-06-13,Vegetables & Fruits,13280,8
2022-05-30,2022-06-20,Pet Care,204,3
2022-05-09,2022-05-23,Dairy & Breakfast,80,2
2022-05-30,2022-06-20,Dairy & Breakfast,13638,3
2022-04-11,2022-04-25,Home & Office,5414,2
2022-05-16,2022-05-23,Organic & Premium,8,1
2022-05-09,2022-05-16,"Atta, Rice & Dal",5034,1
2022-04-18,2022-06-06,Cleaning Essentials,5057,7
2022-06-27,2022-06-27,Instant & Frozen Food,10267,0
2022-04-04,2022-05-02,Cleaning Essentials,23186,4
2022-04-04,2022-05-30,"Chicken, Meat & Fish",1315,8
2022-04-04,2022-05-30,Dairy & Breakfast,44034,8
2022-05-09,2022-06-06,Paan Corner,442,4
2022-04-11,2022-04-25,"Dry Fruits, Masala & Oil",17124,2
2022-04-04,2022-04-25,Specials,4847,3
2022-04-11,2022-06-20,"Chicken, Meat & Fish",696,10
2022-03-28,2022-05-30,Organic & Premium,7987,9
2022-05-30,2022-06-06,Sweet Tooth,5271,1
2022-05-02,2022-06-06,"Tea, Coffee & Health Drinks",4289,5
2022-03-28,2022-04-04,Sweet Tooth,24185,1
2022-04-11,2022-04-18,Personal Care,9054,1
2022-04-25,2022-05-23,Baby Care,1,4
2022-05-23,2022-06-06,Organic & Premium,30,2
2022-04-04,2022-04-25,Pet Care,824,3
2022-04-04,2022-04-18,"Chicken, Meat & Fish",1876,2
2022-04-11,2022-04-18,Pharma & Wellness,2342,1
2022-05-09,2022-05-09,Organic & Premium,4454,0
2022-04-25,2022-05-02,"Tea, Coffee & Health Drinks",5664,1
2022-04-11,2022-04-18,Vegetables & Fruits,24523,1
2022-04-04,2022-06-20,Baby Care,3199,11
2022-03-28,2022-05-16,Paan Corner,1469,7
2022-04-11,2022-06-13,"Dry Fruits, Masala & Oil",15375,9
2022-04-25,2022-05-02,Munchies,9464,1
2022-03-28,2022-06-13,Baby Care,3822,11
2022-04-04,2022-05-09,"Chicken, Meat & Fish",1727,5
2022-06-20,2022-06-20,Sweet Tooth,15860,0
2022-06-13,2022-06-27,Home & Office,1325,2
2022-04-11,2022-06-06,Sauces & Spreads,5387,8
2022-04-18,2022-06-27,Cold Drinks & Juices,4633,10
2022-05-02,2022-06-20,Bakery & Biscuits,5173,7
2022-04-04,2022-05-23,Instant & Frozen Food,45,7
2022-04-25,2022-06-27,"Atta, Rice & Dal",4306,9
2022-05-09,2022-05-16,Instant & Frozen Food,4538,1
2022-04-25,2022-04-25,Dairy & Breakfast,46735,0
2022-06-27,2022-06-27,Munchies,12991,0
2022-05-09,2022-05-23,Munchies,47,2
2022-03-28,2022-05-23,Home & Office,22,8
2022-05-23,2022-06-27,Munchies,113,5
2022-04-04,2022-04-04,Pharma & Wellness,11151,0
2022-06-06,2022-06-27,Home & Office,1622,3
2022-03-28,2022-06-20,"Atta, Rice & Dal",41569,12
2022-06-06,2022-06-20,Pet Care,176,2
2022-04-04,2022-04-04,Vegetables & Fruits,114021,0
2022-04-04,2022-06-27,Bakery & Biscuits,13343,12
2022-06-06,2022-06-20,Instant & Frozen Food,4864,2
2022-05-16,2022-05-23,Personal Care,16,1
2022-05-30,2022-06-20,Cold Drinks & Juices,5838,3
2022-04-18,2022-05-16,Cold Drinks & Juices,8363,4
2022-04-11,2022-06-06,Bakery & Biscuits,10136,8
2022-06-20,2022-06-27,Instant & Frozen Food,4570,1
2022-05-16,2022-05-23,Pharma & Wellness,4,1
2022-06-20,2022-06-20,Home & Office,12812,0
2022-04-11,2022-04-11,"Atta, Rice & Dal",49563,0
2022-05-02,2022-06-20,Sauces & Spreads,2821,7
2022-05-16,2022-05-23,Vegetables & Fruits,100,1
2022-04-04,2022-04-04,Personal Care,58222,0
2022-06-06,2022-06-20,Specials,1479,2
2022-05-16,2022-06-06,"Atta, Rice & Dal",4215,3
2022-04-11,2022-05-16,Cleaning Essentials,6757,5
2022-05-30,2022-05-30,Sweet Tooth,53212,0
2022-05-09,2022-06-27,Instant & Frozen Food,2601,7
2022-04-11,2022-06-13,Dairy & Breakfast,22487,9
2022-05-23,2022-05-23,"Tea, Coffee & Health Drinks",131824,0
2022-04-18,2022-06-20,Munchies,8657,9
2022-04-25,2022-05-23,Cold Drinks & Juices,16,4
2022-04-04,2022-06-27,Sauces & Spreads,7844,12
2022-05-09,2022-05-30,Paan Corner,388,3
2022-04-11,2022-06-13,Munchies,12891,9
2022-04-18,2022-06-13,Organic & Premium,1709,8
2022-05-30,2022-06-20,"Chicken, Meat & Fish",558,3
2022-04-18,2022-05-16,"Chicken, Meat & Fish",432,4
2022-05-23,2022-06-06,Personal Care,101,2
2022-04-04,2022-05-09,Home & Office,12823,5
2022-05-02,2022-05-02,"Atta, Rice & Dal",31918,0
2022-04-04,2022-04-18,Pet Care,712,2
2022-04-04,2022-06-06,"Dry Fruits, Masala & Oil",38130,9
2022-05-09,2022-05-09,Personal Care,17348,0
2022-05-09,2022-05-09,Specials,64,0
2022-03-28,2022-05-30,Pharma & Wellness,4023,9
2022-03-28,2022-05-02,Bakery & Biscuits,30858,5
2022-03-28,2022-05-30,Vegetables & Fruits,53545,9
2022-05-02,2022-06-06,Munchies,6898,5
2022-03-28,2022-03-28,Paan Corner,1203,0
2022-05-16,2022-05-30,Home & Office,1429,2
2022-03-28,2022-03-28,"Dry Fruits, Masala & Oil",84821,0
2022-04-04,2022-04-18,Specials,1,2
2022-04-18,2022-06-27,"Chicken, Meat & Fish",311,10
2022-05-23,2022-06-13,Cleaning Essentials,65,3
2022-05-23,2022-06-20,Home & Office,78,4
2022-05-23,2022-05-23,"Atta, Rice & Dal",381743,0
2022-04-18,2022-05-16,Munchies,8746,4
2022-03-28,2022-05-30,Personal Care,22567,9
2022-05-09,2022-06-13,"Tea, Coffee & Health Drinks",3396,5
2022-05-16,2022-05-30,Baby Care,330,2
2022-03-28,2022-05-02,"Dry Fruits, Masala & Oil",52721,5
2022-04-18,2022-04-18,Dairy & Breakfast,52745,0
2022-05-09,2022-05-09,Pharma & Wellness,3934,0
2022-05-23,2022-06-06,Vegetables & Fruits,212,2
2022-03-28,2022-05-09,Sweet Tooth,19737,6
2022-05-30,2022-06-13,"Dry Fruits, Masala & Oil",7842,2
2022-04-11,2022-04-18,Organic & Premium,2945,1
2022-05-09,2022-05-09,Vegetables & Fruits,39234,0
2022-05-23,2022-06-06,Pharma & Wellness,24,2
2022-05-09,2022-05-09,Pet Care,567,0
2022-03-28,2022-05-02,Sauces & Spreads,17761,5
2022-06-06,2022-06-06,Sweet Tooth,15253,0
2022-06-13,2022-06-27,Cold Drinks & Juices,3153,2
2022-04-25,2022-05-23,Pharma & Wellness,3,4
2022-06-06,2022-06-06,Home & Office,9349,0
2022-06-13,2022-06-20,Pharma & Wellness,935,1
2022-04-04,2022-06-06,Bakery & Biscuits,22931,9
2022-04-25,2022-05-23,Vegetables & Fruits,125,4
2022-05-09,2022-06-20,Sauces & Spreads,2265,6
2022-04-11,2022-04-18,Cold Drinks & Juices,16666,1
2022-04-04,2022-04-11,"Atta, Rice & Dal",32187,1
2022-06-13,2022-06-20,Vegetables & Fruits,9515,1
2022-05-16,2022-05-30,Paan Corner,291,2
2022-04-18,2022-06-13,Munchies,8647,8
2022-04-04,2022-06-13,Dairy & Breakfast,51568,10
2022-06-06,2022-06-20,Vegetables & Fruits,10790,2
2022-04-25,2022-06-20,Instant & Frozen Food,5145,8
2022-04-04,2022-05-16,Cleaning Essentials,15726,6
2022-04-11,2022-06-20,Munchies,12694,10
2022-04-25,2022-06-06,"Atta, Rice & Dal",7256,6
2022-05-23,2022-06-27,"Dry Fruits, Masala & Oil",156,5
2022-06-06,2022-06-20,Pharma & Wellness,1030,2
2022-04-11,2022-05-09,Cold Drinks & Juices,14429,4
2022-06-06,2022-06-13,Specials,266,1
2022-03-28,2022-06-13,Organic & Premium,8096,11
2022-05-16,2022-05-30,Instant & Frozen Food,2572,2
2022-04-11,2022-06-27,Sauces & Spreads,3399,11
2022-06-20,2022-06-27,Personal Care,3688,1
2022-06-06,2022-06-20,Personal Care,4056,2
2022-03-28,2022-03-28,Baby Care,6305,0
2022-04-04,2022-06-06,Sauces & Spreads,12419,9
2022-04-04,2022-06-20,Cold Drinks & Juices,22226,11
2022-06-20,2022-06-27,Pharma & Wellness,1101,1
2022-05-16,2022-06-27,"Atta, Rice & Dal",2456,6
2022-06-20,2022-06-27,Vegetables & Fruits,11769,1
2022-04-11,2022-05-30,Cold Drinks & Juices,9955,7
2022-05-09,2022-06-20,Bakery & Biscuits,4413,6
2022-04-18,2022-05-23,Home & Office,23,5
2022-06-06,2022-06-13,Pet Care,182,1
2022-05-16,2022-05-23,Munchies,32,1
2022-04-11,2022-06-27,Bakery & Biscuits,5856,11
2022-04-25,2022-05-23,Personal Care,19,4
2022-06-13,2022-06-20,Personal Care,3569,1
2022-04-18,2022-06-20,"Atta, Rice & Dal",9627,9
2022-05-09,2022-05-30,Baby Care,475,3
2022-04-04,2022-06-20,"Chicken, Meat & Fish",1644,11
2022-04-25,2022-05-30,Home & Office,2346,5
2022-04-11,2022-05-16,Munchies,12359,5
2022-04-04,2022-04-25,"Dry Fruits, Masala & Oil",40917,3
2022-05-30,2022-06-06,"Dry Fruits, Masala & Oil",8964,1
2022-04-11,2022-05-30,"Chicken, Meat & Fish",611,7
2022-04-18,2022-05-30,Personal Care,5208,6
2022-05-02,2022-05-09,Pharma & Wellness,1118,1
2022-04-04,2022-05-09,Sweet Tooth,15653,5
2022-03-28,2022-04-18,Dairy & Breakfast,80027,3
2022-05-02,2022-05-09,Vegetables & Fruits,16038,1
2022-04-04,2022-04-04,"Dry Fruits, Masala & Oil",104768,0
2022-04-18,2022-05-02,Sauces & Spreads,3908,2
2022-04-04,2022-04-18,Organic & Premium,7281,2
2022-05-09,2022-06-06,"Tea, Coffee & Health Drinks",3785,4
2022-05-23,2022-06-27,Personal Care,85,5
2022-04-11,2022-05-09,Home & Office,5619,4
2022-06-13,2022-06-27,"Chicken, Meat & Fish",253,2
2022-03-28,2022-04-18,Pet Care,1020,3
2022-05-23,2022-06-27,Pharma & Wellness,13,5
2022-04-11,2022-04-18,"Chicken, Meat & Fish",832,1
2022-05-02,2022-05-09,Personal Care,4817,1
2022-05-23,2022-06-27,Vegetables & Fruits,194,5
2022-04-25,2022-06-06,Munchies,7156,6
2022-04-18,2022-05-30,Pharma & Wellness,990,6
2022-04-11,2022-05-09,"Chicken, Meat & Fish",720,4
2022-04-04,2022-06-13,"Dry Fruits, Masala & Oil",34333,10
2022-04-18,2022-05-02,Bakery & Biscuits,7889,2
2022-04-18,2022-05-30,Vegetables & Fruits,11711,6
2022-03-28,2022-06-13,Pharma & Wellness,4813,11
2022-05-30,2022-06-13,Pet Care,177,2
2022-04-11,2022-05-23,Instant & Frozen Food,33,6
2022-05-09,2022-06-27,Specials,677,7
2022-06-06,2022-06-20,Organic & Premium,1570,2
2022-05-23,2022-05-23,Specials,37648,0
2022-04-25,2022-05-30,Munchies,5705,5
2022-03-28,2022-06-27,Cold Drinks & Juices,20050,13
2022-03-28,2022-06-13,Paan Corner,1649,11
2022-03-28,2022-05-16,Baby Care,3351,7
2022-04-04,2022-06-20,Paan Corner,1518,11
2022-03-28,2022-05-16,Bakery & Biscuits,24905,7
2022-03-28,2022-06-13,Vegetables & Fruits,59311,11
2022-04-04,2022-04-25,Home & Office,12801,3
2022-05-02,2022-05-23,Dairy & Breakfast,95,3
2022-06-13,2022-06-20,Organic & Premium,1374,1
2022-04-25,2022-05-23,Organic & Premium,8,4
2022-05-02,2022-05-16,Instant & Frozen Food,4638,2
2022-03-28,2022-06-06,Cleaning Essentials,22358,10
2022-05-02,2022-05-16,"Atta, Rice & Dal",5695,2
2022-04-18,2022-06-27,Cleaning Essentials,2984,10
2022-05-30,2022-05-30,Cold Drinks & Juices,102310,0
2022-05-30,2022-06-13,Specials,751,2
2022-03-28,2022-05-16,Sauces & Spreads,13406,7
2022-05-23,2022-05-23,Pet Care,6481,0
2022-05-09,2022-06-27,Pet Care,117,7
2022-03-28,2022-06-27,Sweet Tooth,11030,13
2022-03-28,2022-05-16,Cold Drinks & Juices,32673,7
2022-05-23,2022-05-30,Cleaning Essentials,51,1
2022-05-16,2022-05-23,Cold Drinks & Juices,24,1
2022-05-16,2022-06-20,Cleaning Essentials,2219,5
2022-05-16,2022-06-13,Home & Office,1522,4
2022-05-02,2022-06-27,Instant & Frozen Food,3002,8
2022-06-20,2022-06-27,Organic & Premium,1448,1
2022-05-09,2022-06-06,Baby Care,677,4
2022-03-28,2022-04-11,Cold Drinks & Juices,44912,2
2022-03-28,2022-06-13,Personal Care,21974,11
2022-04-04,2022-04-18,Pharma & Wellness,5202,2
2022-04-11,2022-06-06,"Dry Fruits, Masala & Oil",16765,8
2022-04-25,2022-05-09,Dairy & Breakfast,15761,2
2022-05-30,2022-05-30,"Chicken, Meat & Fish",5598,0
2022-03-28,2022-04-25,Pet Care,1141,4
2022-04-04,2022-04-18,Vegetables & Fruits,55641,2
2022-05-02,2022-05-09,Organic & Premium,1665,1
2022-03-28,2022-05-16,"Chicken, Meat & Fish",2245,7
2022-04-04,2022-06-13,Baby Care,2917,10
2022-03-28,2022-06-20,Baby Care,4347,12
2022-03-28,2022-04-11,"Chicken, Meat & Fish",3071,2
2022-04-04,2022-05-16,Paan Corner,1178,6
2022-05-02,2022-05-02,Munchies,30120,0
2022-04-11,2022-05-30,Dairy & Breakfast,19154,7
2022-05-02,2022-06-13,"Tea, Coffee & Health Drinks",3701,6
2022-04-11,2022-05-02,Cleaning Essentials,9063,3
2022-03-28,2022-04-25,Specials,6541,4
2022-03-28,2022-06-27,"Chicken, Meat & Fish",1600,13
2022-04-18,2022-05-30,Organic & Premium,1594,6
2022-05-16,2022-06-06,Paan Corner,377,3
2022-05-02,2022-05-23,Baby Care,3,3
2022-06-20,2022-06-27,Paan Corner,777,1
2022-04-04,2022-04-18,Personal Care,21153,2
2022-05-23,2022-06-27,Organic & Premium,39,5
2022-04-04,2022-04-04,Sweet Tooth,40080,0
2022-04-18,2022-05-02,"Dry Fruits, Masala & Oil",11823,2
2022-03-28,2022-06-27,Specials,4480,13
2022-05-30,2022-06-13,Sweet Tooth,4250,2
2022-04-25,2022-06-27,Dairy & Breakfast,8263,9
2022-05-16,2022-06-13,Sauces & Spreads,1687,4
2022-06-20,2022-06-20,"Dry Fruits, Masala & Oil",35867,0
2022-05-09,2022-05-16,Baby Care,515,1
2022-05-16,2022-06-20,Paan Corner,332,5
2022-04-04,2022-04-25,Bakery & Biscuits,25370,3
2022-04-11,2022-05-30,Munchies,10091,7
2022-05-09,2022-06-13,Paan Corner,420,5
2022-05-02,2022-06-27,Organic & Premium,961,8
2022-05-30,2022-06-20,"Tea, Coffee & Health Drinks",4048,3
2022-04-18,2022-05-16,"Tea, Coffee & Health Drinks",5690,4
2022-05-02,2022-05-30,"Dry Fruits, Masala & Oil",7226,4
2022-03-28,2022-06-20,Dairy & Breakfast,67564,12
2022-04-25,2022-05-23,"Tea, Coffee & Health Drinks",17,4
2022-03-28,2022-05-16,Home & Office,13467,7
2022-05-23,2022-05-23,Cold Drinks & Juices,221513,0
2022-05-09,2022-06-20,"Dry Fruits, Masala & Oil",6674,6
2022-04-25,2022-04-25,"Atta, Rice & Dal",32318,0
2022-04-04,2022-06-20,Organic & Premium,7499,11
2022-05-16,2022-05-16,Personal Care,39549,0
2022-04-11,2022-04-11,Dairy & Breakfast,68444,0
2022-05-09,2022-06-13,"Chicken, Meat & Fish",379,5
2022-05-30,2022-06-27,Cleaning Essentials,1961,4
2022-05-30,2022-06-27,Paan Corner,479,4
2022-05-16,2022-05-16,Pharma & Wellness,7451,0
2022-04-11,2022-05-23,Paan Corner,2,6
2022-05-02,2022-05-09,"Dry Fruits, Masala & Oil",8357,1
2022-04-18,2022-06-27,"Tea, Coffee & Health Drinks",2947,10
2022-05-09,2022-06-27,Sweet Tooth,1780,7
2022-05-23,2022-05-23,Sweet Tooth,130380,0
2022-04-04,2022-04-25,Sauces & Spreads,13280,3
2022-05-16,2022-06-13,Bakery & Biscuits,3354,4
2022-05-16,2022-05-16,Vegetables & Fruits,178013,0
2022-03-28,2022-06-27,Pet Care,727,13
2022-04-11,2022-05-23,Cleaning Essentials,36,6
2022-06-06,2022-06-27,"Dry Fruits, Masala & Oil",4619,3
2022-05-09,2022-06-06,Organic & Premium,1277,4
2022-05-16,2022-06-06,Dairy & Breakfast,8924,3
2022-04-04,2022-04-11,Baby Care,2982,1
2022-04-11,2022-06-13,"Atta, Rice & Dal",13615,9
2022-03-28,2022-06-06,Baby Care,4067,10
2022-05-09,2022-06-13,Cold Drinks & Juices,5440,5
2022-05-02,2022-05-02,Dairy & Breakfast,45926,0
2022-05-02,2022-05-30,Cleaning Essentials,3381,4
2022-04-18,2022-04-25,Instant & Frozen Food,7430,1
2022-03-28,2022-03-28,Pharma & Wellness,8667,0
2022-04-25,2022-05-02,Organic & Premium,1743,1
2022-03-28,2022-04-25,Sweet Tooth,21524,4
2022-03-28,2022-03-28,Vegetables & Fruits,107680,0
2022-04-04,2022-04-04,Specials,1,0
2022-05-09,2022-06-20,Baby Care,621,6
2022-05-16,2022-05-16,Paan Corner,3482,0
2022-04-18,2022-05-02,Munchies,11165,2
2022-05-16,2022-06-13,Baby Care,411,4
2022-05-23,2022-05-23,Dairy & Breakfast,705832,0
2022-04-18,2022-05-09,Cleaning Essentials,5578,3
2022-05-30,2022-05-30,Organic & Premium,20087,0
2022-04-04,2022-06-06,Paan Corner,1389,9
2022-03-28,2022-04-11,Paan Corner,1284,2
2022-04-18,2022-06-13,Instant & Frozen Food,5682,8
2022-05-23,2022-05-23,"Chicken, Meat & Fish",12939,0
2022-04-18,2022-05-23,Baby Care,2,5
2022-04-04,2022-04-04,Pet Care,1870,0
2022-04-18,2022-04-18,"Atta, Rice & Dal",37468,0
2022-03-28,2022-03-28,Personal Care,44183,0
2022-04-04,2022-06-20,Pharma & Wellness,4102,11
2022-04-11,2022-06-20,"Tea, Coffee & Health Drinks",7760,10
2022-03-28,2022-05-23,"Dry Fruits, Masala & Oil",109,8
2022-03-28,2022-04-04,"Atta, Rice & Dal",46623,1
2022-04-04,2022-05-30,"Tea, Coffee & Health Drinks",16144,8
2022-06-06,2022-06-13,Dairy & Breakfast,15271,1
2022-04-04,2022-06-20,Vegetables & Fruits,42763,11
2022-04-18,2022-05-23,Sauces & Spreads,10,5
2022-04-04,2022-05-02,Baby Care,3403,4
2022-06-06,2022-06-27,Paan Corner,416,3
2022-06-13,2022-06-13,Dairy & Breakfast,35480,0
2022-04-25,2022-06-20,Munchies,7092,8
2022-05-16,2022-05-16,"Dry Fruits, Masala & Oil",100698,0
2022-03-28,2022-04-25,Cleaning Essentials,27448,4
2022-05-02,2022-06-27,Pharma & Wellness,611,8
2022-04-04,2022-05-30,Paan Corner,1149,8
2022-05-09,2022-06-06,Personal Care,4037,4
2022-05-02,2022-06-13,Munchies,6539,6
2022-05-02,2022-06-27,Vegetables & Fruits,6674,8
2022-06-06,2022-06-06,Bakery & Biscuits,19004,0
2022-05-02,2022-06-06,"Chicken, Meat & Fish",412,5
2022-04-04,2022-06-06,Home & Office,12155,9
2022-04-11,2022-06-27,Home & Office,3437,11
2022-04-25,2022-05-02,"Chicken, Meat & Fish",545,1
2022-05-09,2022-06-06,Vegetables & Fruits,10487,4
2022-06-27,2022-06-27,"Atta, Rice & Dal",12601,0
2022-04-18,2022-05-23,Bakery & Biscuits,35,5
2022-04-04,2022-04-18,"Tea, Coffee & Health Drinks",21670,2
2022-05-02,2022-06-27,Personal Care,2772,8
2022-05-09,2022-06-06,Pharma & Wellness,948,4
2022-05-09,2022-05-16,Dairy & Breakfast,13446,1
2022-05-16,2022-06-27,"Dry Fruits, Masala & Oil",2983,6
2022-06-06,2022-06-13,Sweet Tooth,4356,1
2022-05-09,2022-06-20,Home & Office,2326,6
